Season,Outcome,T1_ID,T2_ID,T1_Team_GP,T1_Team_PTS,T1_Team_FGM,T1_Team_FGA,T1_Team_ThreePM,T1_Team_ThreePA,T1_Team_FTM,T1_Team_FTA,T1_Team_OR,T1_Team_DR,T1_Team_REB,T1_Team_AST,T1_Team_STL,T1_Team_BLK,T1_Team_TO,T1_Team_PF,T1_Team_FG_percent,T1_Team_ThreeP_percent,T1_Team_FT_percent,T1_Team_BPI,T1_Team_DEF_I,T1_Team_OFF_I,T1_Team_CONF,T1_Team_QUAL_WINS,T1_Team_SOR_RK,T1_Team_SOS_RK,T1_Team_QUAL_LOSS,T1_Team_Wins,T1_Team_Losses,T2_Team_GP,T2_Team_PTS,T2_Team_FGM,T2_Team_FGA,T2_Team_ThreePM,T2_Team_ThreePA,T2_Team_FTM,T2_Team_FTA,T2_Team_OR,T2_Team_DR,T2_Team_REB,T2_Team_AST,T2_Team_STL,T2_Team_BLK,T2_Team_TO,T2_Team_PF,T2_Team_FG_percent,T2_Team_ThreeP_percent,T2_Team_FT_percent,T2_Team_BPI,T2_Team_DEF_I,T2_Team_OFF_I,T2_Team_CONF,T2_Team_QUAL_WINS,T2_Team_SOR_RK,T2_Team_SOS_RK,T2_Team_QUAL_LOSS,T2_Team_Wins,T2_Team_Losses
2013,0.0,1228,1160,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.4,-1.3,-1.7,30,6.0,25.0,7.0,11.0,23.0,13.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2015,0.0,1314,1116,38.0,77.7,28.9,60.8,4.8,13.5,15.0,21.4,13.8,26.7,40.6,17.4,6.6,4.2,12.7,19.4,47.6,35.8,70.1,17.8,2.9,14.9,36,10.0,12.0,1.0,11.0,26.0,12.0,36.0,77.4,27.2,61.0,6.6,18.9,16.5,22.8,13.1,22.8,35.8,16.1,7.7,4.7,11.9,19.0,44.5,34.9,72.4,10.0,-0.4,10.4,27,5.0,20.0,59.0,6.0,27.0,9.0
2017,0.0,1199,1195,35.0,82.1,29.6,61.3,6.7,19.2,16.2,23.5,11.7,26.1,37.8,14.6,7.4,5.1,11.9,19.5,48.3,34.7,68.9,13.9,6.3,7.6,36,11.0,18.0,29.0,6.0,26.0,9.0,34.0,79.4,29.6,59.4,6.5,18.7,13.7,19.5,11.1,26.2,37.3,15.5,6.1,3.4,12.4,18.7,49.9,34.7,70.2,9.0,0.7,2.0,28,0.0,50.0,203.0,13.0,19.0,15.0
2014,0.0,1397,1273,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,14.5,9.4,5.1,27,5.0,38.0,34.0,7.0,24.0,13.0,36.0,78.8,27.3,57.3,8.1,21.0,16.2,22.0,11.3,25.9,37.2,16.3,5.9,4.1,11.7,18.4,47.6,38.4,73.6,8.5,-1.9,-4.0,28,1.0,50.0,331.0,10.0,19.0,14.0
2016,0.0,1314,1344,40.0,82.8,30.9,64.0,5.6,17.1,15.4,20.7,14.2,26.4,40.6,17.8,6.7,4.4,10.8,18.0,48.2,32.7,74.7,18.7,4.8,13.8,36,14.0,2.0,11.0,5.0,33.0,6.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,8.7,0.0,-0.6,29,7.0,23.0,30.0,8.0,24.0,11.0
2010,0.0,1393,1211,35.0,80.9,29.8,57.7,7.0,17.8,14.4,21.3,11.9,26.3,38.2,19.2,9.6,6.3,15.2,14.7,51.6,39.1,67.7,18.8,5.5,13.4,29,10.0,5.0,34.0,5.0,30.0,5.0,34.0,76.9,26.8,54.6,5.4,15.2,17.9,26.9,10.5,27.3,37.8,13.4,6.7,4.2,13.1,18.1,49.1,35.3,66.4,9.6,0.5,-2.7,35,3.0,25.0,80.0,3.0,27.0,7.0
2011,0.0,1112,1181,38.0,76.4,25.5,54.3,7.8,19.6,17.7,23.7,10.7,24.0,34.7,14.1,5.2,2.6,12.7,18.6,46.9,39.7,74.6,12.7,3.0,9.7,38,3.0,16.0,55.0,5.0,30.0,8.0,37.0,80.9,28.1,59.6,7.9,21.0,16.8,22.3,12.1,25.8,37.8,14.3,7.3,4.4,12.1,17.7,47.1,37.4,75.3,19.0,5.3,13.7,36,13.0,4.0,26.0,4.0,32.0,5.0
2008,0.0,1274,1388,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,10.4,2.2,8.1,36,9.0,29.0,34.0,5.0,23.0,11.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,9.0,3.9,5.1,35,3.0,45.0,150.0,3.0,25.0,7.0
2012,0.0,1443,1290,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2017,0.0,1332,1348,39.0,78.9,28.0,58.2,8.6,22.6,14.4,20.2,10.6,26.1,36.6,15.7,6.5,6.4,11.6,15.8,48.1,38.0,71.2,17.4,6.8,10.7,38,5.0,9.0,61.0,4.0,33.0,6.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,10.4,5.6,4.8,31,4.0,42.0,73.0,5.0,25.0,10.0
2014,0.0,1301,1462,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,36,6.0,49.0,32.0,10.0,22.0,14.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,9.6,4.5,5.1,29,7.0,44.0,20.0,8.0,21.0,13.0
2009,0.0,1181,1127,37.0,77.5,26.2,59.1,7.2,20.7,17.8,24.4,13.2,23.2,36.4,13.3,8.4,3.9,12.3,18.1,44.4,34.9,72.8,18.4,7.0,11.3,36,14.0,5.0,5.0,6.0,30.0,7.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2010,0.0,1449,1307,36.0,79.2,27.9,61.4,5.3,15.8,18.1,25.1,13.2,24.7,37.9,14.3,7.3,4.2,12.8,21.2,45.4,33.6,72.0,11.4,0.5,10.8,38,5.0,41.0,77.0,3.0,26.0,10.0,35.0,75.9,25.3,57.8,7.8,21.1,17.4,26.0,13.1,25.4,38.5,14.2,6.6,3.4,11.1,17.6,43.8,36.9,66.9,9.7,2.4,7.3,40,6.0,23.0,117.0,2.0,30.0,5.0
2019,0.0,1277,1261,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,19.8,9.1,10.7,30,19.0,3.0,1.0,6.0,32.0,7.0,35.0,80.4,28.2,61.8,6.7,21.1,17.2,22.9,13.4,25.3,38.7,12.9,8.8,4.2,12.9,18.1,45.7,31.9,75.2,12.7,4.2,8.5,27,7.0,14.0,39.0,5.0,28.0,7.0
2015,0.0,1112,1462,38.0,76.6,26.6,54.4,5.1,14.1,18.4,25.6,10.8,26.0,36.8,13.9,7.2,3.4,11.0,17.9,48.8,36.0,71.9,19.6,8.9,10.7,38,5.0,9.0,76.0,1.0,34.0,4.0,37.0,73.3,25.8,54.4,6.3,18.0,15.3,20.9,9.8,24.8,34.6,16.1,6.0,2.9,12.1,17.8,47.5,35.1,73.0,9.5,1.1,8.4,29,9.0,34.0,18.0,8.0,23.0,14.0
2017,0.0,1181,1407,37.0,80.8,27.5,58.0,8.4,22.2,17.4,22.8,10.5,25.7,36.2,13.1,6.1,4.6,11.4,18.2,47.5,37.9,76.2,17.7,5.9,11.8,36,15.0,6.0,8.0,7.0,28.0,9.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2018,0.0,1260,1274,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,9.6,5.0,4.6,37,5.0,24.0,119.0,1.0,32.0,6.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,10.6,5.7,4.9,36,8.0,26.0,53.0,7.0,22.0,10.0
2021,0.0,1417,1276,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,11.4,3.3,8.1,38,6.0,14.0,28.0,7.0,22.0,10.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,17.4,7.7,9.7,30,13.0,4.0,15.0,3.0,23.0,5.0
2018,0.0,1222,1361,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,13.4,6.6,6.8,43,4.0,19.0,67.0,4.0,27.0,8.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2009,0.0,1338,1329,36.0,77.4,28.9,60.4,6.3,17.8,13.4,19.8,14.8,25.0,39.8,17.6,6.8,3.9,12.1,16.2,47.9,35.2,67.6,18.1,7.0,11.0,29,11.0,3.0,18.0,4.0,31.0,5.0,35.0,80.9,27.1,58.8,9.3,24.3,17.3,23.2,9.9,25.1,34.9,12.7,7.6,2.3,12.3,21.3,46.0,38.4,74.8,11.1,-1.2,12.3,32,5.0,24.0,13.0,11.0,23.0,12.0
2009,0.0,1257,1287,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,17.4,9.6,7.8,29,12.0,6.0,32.0,3.0,31.0,6.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2012,0.0,1462,1323,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,8.0,2.8,5.2,31,4.0,46.0,48.0,7.0,23.0,13.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,7.9,-3.5,-3.1,29,7.0,38.0,33.0,8.0,22.0,12.0
2010,0.0,1330,1323,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,11.3,11.0,0.3,39,1.0,40.0,84.0,6.0,27.0,9.0,35.0,75.3,26.2,55.8,7.5,19.2,15.4,21.3,11.5,24.2,35.7,16.7,5.5,3.0,10.3,15.1,47.0,38.8,72.3,9.6,0.5,-2.7,29,6.0,44.0,53.0,6.0,23.0,12.0
2018,0.0,1155,1120,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,14.0,7.9,6.0,36,9.0,13.0,14.0,9.0,25.0,10.0,34.0,81.9,26.6,61.8,9.5,26.7,19.0,24.6,12.0,25.9,37.9,14.1,7.4,5.3,12.1,19.8,43.1,35.7,77.4,12.2,5.1,7.1,27,5.0,18.0,65.0,4.0,26.0,8.0
2015,0.0,1323,1318,38.0,78.0,27.6,54.2,7.9,20.4,14.8,19.9,8.2,24.2,32.4,15.2,6.7,3.6,9.4,14.2,50.9,39.0,74.2,15.8,2.8,13.0,36,12.0,5.0,20.0,5.0,32.0,6.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2015,0.0,1458,1157,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,21.7,11.3,10.4,30,16.0,2.0,10.0,2.0,36.0,3.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2017,0.0,1462,1112,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,10.4,3.6,6.8,29,6.0,31.0,13.0,11.0,24.0,14.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,14.7,5.9,8.8,38,5.0,7.0,67.0,5.0,32.0,5.0
2008,0.0,1242,1272,40.0,80.5,29.4,57.9,6.8,17.1,15.0,21.3,12.1,26.6,38.7,18.0,8.9,5.9,13.2,17.7,50.8,39.7,70.2,21.9,9.6,12.4,32,15.0,2.0,46.0,2.0,37.0,3.0,40.0,79.9,28.6,61.4,7.6,21.6,15.2,24.8,14.1,26.4,40.5,15.9,8.4,6.1,11.8,17.2,46.6,34.9,61.4,19.3,8.0,11.3,41,10.0,3.0,76.0,2.0,38.0,2.0
2021,0.0,1325,1438,25.0,79.2,29.1,60.8,8.4,23.7,12.6,17.9,9.9,25.4,35.3,17.4,6.5,2.1,12.0,15.9,47.9,35.2,70.3,8.8,1.4,1.6,28,0.0,50.0,307.0,13.0,13.0,14.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.9,5.8,8.0,36,7.0,22.0,60.0,5.0,18.0,7.0
2011,0.0,1112,1272,38.0,76.4,25.5,54.3,7.8,19.6,17.7,23.7,10.7,24.0,34.7,14.1,5.2,2.6,12.7,18.6,46.9,39.7,74.6,12.7,3.0,9.7,38,3.0,16.0,55.0,5.0,30.0,8.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2021,0.0,1160,1207,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.1,5.7,7.4,38,6.0,19.0,63.0,5.0,23.0,9.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2009,0.0,1163,1151,36.0,78.3,27.7,58.4,4.6,13.4,18.4,27.1,14.2,29.1,43.3,15.8,5.8,7.8,12.7,13.1,47.4,34.1,67.8,18.6,6.4,12.3,29,12.0,2.0,10.0,5.0,31.0,5.0,35.0,75.9,25.1,57.2,8.3,23.5,17.5,26.7,12.5,26.7,39.3,13.6,6.2,2.3,15.7,18.5,43.8,35.2,65.7,8.3,-1.2,0.6,28,0.0,50.0,275.0,12.0,19.0,15.0
2019,0.0,1251,1280,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,12.9,4.2,8.7,27,6.0,25.0,30.0,6.0,23.0,11.0
2021,0.0,1196,1439,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,10.3,4.5,5.8,27,5.0,40.0,27.0,6.0,15.0,10.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,9.6,4.5,5.1,36,4.0,46.0,76.0,5.0,15.0,7.0
2009,0.0,1437,1110,38.0,76.8,26.1,57.7,6.5,18.4,18.2,24.2,12.6,25.6,38.1,14.5,7.9,3.4,13.3,19.3,45.1,35.2,75.3,15.9,5.3,10.5,29,10.0,7.0,9.0,8.0,30.0,8.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2011,0.0,1449,1208,35.0,83.1,30.3,64.6,8.7,23.5,13.7,20.3,13.9,25.1,39.1,16.9,6.7,5.1,12.2,20.2,46.9,37.1,67.4,13.5,-0.2,13.7,38,3.0,40.0,57.0,5.0,24.0,11.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,9.4,5.8,3.5,27,2.0,47.0,39.0,12.0,21.0,12.0
2011,0.0,1458,1125,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,16.0,12.2,3.7,30,9.0,13.0,10.0,7.0,25.0,9.0,35.0,79.7,27.0,58.4,9.3,24.7,16.4,22.3,12.9,23.1,35.9,16.3,9.7,3.4,13.7,20.8,46.2,37.8,73.7,13.5,4.4,9.1,42,0.0,42.0,246.0,4.0,30.0,5.0
2011,0.0,1196,1417,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,15.1,6.5,8.6,27,14.0,12.0,29.0,4.0,29.0,8.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,9.0,-0.2,-0.5,38,3.0,39.0,49.0,6.0,23.0,11.0
2012,0.0,1277,1254,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,17.6,9.9,7.7,30,14.0,5.0,1.0,6.0,29.0,8.0,34.0,81.4,27.1,57.1,6.6,17.8,20.7,28.4,11.6,26.4,38.1,14.7,6.1,3.3,16.1,15.6,47.4,37.1,73.0,7.9,-3.5,-3.1,28,0.0,50.0,288.0,12.0,20.0,15.0
2016,0.0,1332,1221,38.0,78.7,27.4,58.7,6.8,19.9,17.1,23.9,11.6,24.7,36.4,13.6,7.2,5.8,11.3,17.7,46.7,34.3,71.4,13.0,4.7,8.3,38,9.0,9.0,60.0,2.0,31.0,7.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2013,0.0,1272,1388,36.0,74.5,27.1,57.5,6.1,16.4,14.1,21.4,12.2,25.3,37.5,16.8,8.9,6.4,14.5,18.1,47.1,37.2,66.0,10.4,3.5,6.9,41,1.0,16.0,111.0,4.0,31.0,5.0,35.0,74.6,26.0,55.4,7.8,20.8,14.8,20.4,12.1,24.9,37.0,14.3,6.1,2.8,11.9,17.5,46.9,37.5,72.5,12.1,3.5,8.6,35,2.0,29.0,112.0,4.0,28.0,7.0
2018,0.0,1345,1139,37.0,80.4,27.9,56.7,9.5,22.7,15.0,20.2,8.6,26.4,35.0,16.2,5.7,4.9,10.8,15.7,49.3,42.0,74.3,19.0,7.0,12.0,30,11.0,8.0,34.0,5.0,30.0,7.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,12.4,5.4,7.0,29,7.0,31.0,5.0,11.0,21.0,14.0
2018,0.0,1371,1301,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,11.7,4.0,7.7,29,6.0,25.0,19.0,10.0,22.0,12.0,33.0,81.3,29.2,62.2,8.0,21.4,14.8,21.3,12.2,23.5,35.6,16.1,7.4,3.7,12.1,18.5,47.0,37.2,69.6,9.2,2.2,7.0,36,9.0,43.0,51.0,8.0,21.0,12.0
2008,0.0,1257,1397,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,16.1,9.1,7.1,29,11.0,12.0,14.0,5.0,27.0,9.0,36.0,81.8,28.8,62.7,8.7,24.3,15.7,23.8,13.9,23.8,37.7,17.7,9.3,3.3,13.2,20.7,45.8,35.7,65.9,16.1,2.8,13.3,27,12.0,5.0,19.0,4.0,31.0,5.0
2015,0.0,1181,1211,39.0,79.3,28.2,56.2,7.3,18.8,15.6,22.4,11.4,25.4,36.8,15.1,7.1,3.8,10.8,15.6,50.2,38.7,69.9,22.4,6.0,16.4,36,14.0,3.0,4.0,4.0,34.0,4.0,38.0,78.7,28.5,54.8,6.9,17.4,14.7,21.2,10.3,27.6,37.9,16.3,5.9,3.3,10.4,16.8,52.0,40.0,69.0,16.4,4.9,11.5,35,6.0,8.0,96.0,3.0,35.0,3.0
2017,0.0,1211,1321,39.0,82.6,29.5,58.5,7.3,19.2,16.4,22.8,9.7,31.0,40.7,15.3,6.8,4.7,11.5,16.9,50.4,38.2,71.7,20.4,9.5,10.8,35,10.0,3.0,82.0,1.0,37.0,2.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,9.4,5.8,3.6,30,6.0,35.0,43.0,9.0,24.0,12.0
2016,0.0,1274,1455,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.5,6.8,6.7,36,14.0,6.0,5.0,5.0,27.0,8.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,14.4,11.1,3.3,28,1.0,50.0,164.0,12.0,19.0,15.0
2017,0.0,1376,1196,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,11.4,9.4,2.0,27,8.0,24.0,39.0,6.0,26.0,11.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,18.1,9.6,8.5,27,7.0,11.0,9.0,9.0,27.0,9.0
2018,0.0,1138,1112,36.0,84.6,30.7,64.9,9.8,26.3,13.5,19.3,11.9,26.6,38.6,16.6,6.3,4.1,12.4,21.0,47.3,37.0,69.9,9.0,-0.2,1.2,28,2.0,50.0,173.0,14.0,18.0,16.0,35.0,80.5,28.8,57.2,6.8,18.3,16.1,21.2,10.1,26.4,36.5,15.2,4.9,4.5,12.2,17.2,50.4,36.9,76.0,11.9,2.5,9.4,38,3.0,27.0,72.0,2.0,27.0,8.0
2021,0.0,1211,1425,32.0,91.0,33.7,61.4,7.5,20.4,16.0,21.9,9.3,27.8,37.2,18.8,7.9,2.8,12.0,16.3,54.9,36.8,73.1,21.3,6.3,15.0,35,11.0,2.0,72.0,1.0,31.0,1.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,14.3,7.3,7.0,38,7.0,9.0,48.0,6.0,25.0,8.0
2018,0.0,1199,1281,35.0,80.2,28.4,60.7,7.8,22.3,15.5,22.5,11.4,26.4,37.8,14.9,6.9,5.3,13.0,18.6,46.8,35.0,69.1,11.5,5.3,6.2,36,10.0,21.0,20.0,9.0,23.0,12.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,9.1,4.8,4.4,28,2.0,50.0,173.0,14.0,18.0,16.0
2019,0.0,1211,1199,37.0,87.6,31.8,60.5,7.8,21.4,16.3,21.4,9.9,29.1,39.0,18.1,7.5,5.5,10.6,16.3,52.6,36.3,76.1,23.1,9.0,14.0,35,6.0,10.0,74.0,4.0,33.0,4.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,14.6,8.7,5.9,36,12.0,9.0,19.0,6.0,29.0,8.0
2008,0.0,1242,1424,40.0,80.5,29.4,57.9,6.8,17.1,15.0,21.3,12.1,26.6,38.7,18.0,8.9,5.9,13.2,17.7,50.8,39.7,70.2,21.9,9.6,12.4,32,15.0,2.0,46.0,2.0,37.0,3.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,8.6,6.0,2.6,40,1.0,32.0,105.0,4.0,27.0,8.0
2008,0.0,1437,1155,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,9.0,3.4,5.6,29,6.0,31.0,15.0,9.0,22.0,13.0,34.0,79.2,29.4,64.4,8.0,21.4,12.4,19.9,15.8,22.6,38.4,15.7,9.8,5.4,14.9,19.5,45.6,37.2,62.3,14.7,4.5,10.2,36,7.0,20.0,23.0,8.0,24.0,10.0
2016,0.0,1268,1355,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.3,7.0,6.3,30,6.0,11.0,35.0,8.0,27.0,9.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
